GDAY_DS,T_ID,VS_T_ID,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SF,BB,HP,KK,GD,OBP,win
20190612,LT,LG,40,33,2,3,5,0,0,0,0,0,1,5,0,8,0,0.256410256,0
20190612,LG,LT,43,34,3,4,8,2,0,1,2,0,1,6,0,5,1,0.341463415,1
20190612,OB,HH,43,35,8,9,11,4,0,0,0,0,1,6,1,8,2,0.418604651,1
20190612,HH,OB,42,36,6,6,11,8,0,2,2,0,1,4,1,7,1,0.380952381,0
20190612,SK,KT,39,35,6,6,12,6,0,1,0,1,1,2,0,4,1,0.368421053,1
20190612,KT,SK,38,32,2,3,6,2,0,0,8,0,1,3,2,7,0,0.289473684,0
20190612,SS,HT,42,40,3,3,14,2,0,0,0,0,0,2,0,10,1,0.380952381,0
20190612,HT,SS,39,33,6,7,10,4,0,0,0,1,1,5,0,7,0,0.384615385,1
20190612,WO,NC,44,41,5,5,9,6,0,1,0,0,0,3,0,10,1,0.272727273,1
20190612,NC,WO,46,39,4,4,7,4,0,1,4,0,0,7,0,5,0,0.304347826,0
20190613,LT,LG,42,37,3,3,10,4,0,0,2,1,0,4,1,6,2,0.357142857,0
20190613,LG,LT,39,36,4,4,8,4,0,1,0,0,1,2,0,7,1,0.256410256,1
20190613,OB,HH,42,36,7,7,13,4,0,0,2,0,1,4,0,2,3,0.414634146,1
20190613,HH,OB,37,30,2,2,4,0,0,0,0,0,0,7,0,6,0,0.297297297,0
20190613,SK,KT,34,33,1,1,9,6,0,0,0,0,0,1,0,4,2,0.294117647,0
20190613,KT,SK,35,32,5,5,11,0,0,0,2,1,0,1,0,6,0,0.363636364,1
20190613,SS,HT,35,28,2,2,6,0,0,1,2,0,0,3,1,3,2,0.3125,0
20190613,HT,SS,38,32,3,3,7,4,2,0,6,0,0,3,3,6,1,0.342105263,1
20190613,WO,NC,31,30,1,1,6,0,0,0,4,0,1,0,0,6,1,0.193548387,0
20190613,NC,WO,29,24,2,3,4,0,0,0,0,2,1,2,1,6,0,0.25,1
20190614,HH,WO,44,37,7,7,12,4,0,2,4,2,0,5,1,9,0,0.418604651,0
20190614,WO,HH,39,32,8,8,9,2,0,2,4,0,1,4,1,7,0,0.368421053,1
20190614,KT,SS,38,33,4,4,10,2,0,1,0,0,0,3,2,5,3,0.394736842,0
20190614,SS,KT,35,32,7,7,13,8,0,2,0,0,0,1,1,6,3,0.441176471,1
20190614,LG,OB,41,37,4,4,9,0,0,1,4,0,0,3,1,14,0,0.317073171,0
20190614,OB,LG,37,35,7,7,13,4,0,1,0,0,1,1,0,7,2,0.378378378,1
20190614,NC,SK,37,34,3,3,8,4,0,2,0,0,0,3,0,9,0,0.297297297,0
20190614,SK,NC,41,36,7,7,14,4,0,0,0,1,2,2,1,3,0,0.414634146,1
20190615,HH,WO,40,37,3,3,11,4,0,0,2,0,0,3,0,16,2,0.35,0
20190615,WO,HH,38,37,8,8,13,2,0,3,6,0,0,1,0,9,0,0.368421053,1
20190615,HT,LT,35,31,0,0,4,4,0,0,0,0,0,4,0,5,0,0.228571429,0
20190615,LT,HT,38,36,7,7,11,2,0,1,4,0,0,1,1,9,0,0.342105263,1
20190615,KT,SS,48,39,10,10,13,8,0,0,2,1,1,8,0,4,1,0.4375,1
20190615,SS,KT,39,32,7,7,6,4,0,3,2,0,0,7,0,9,0,0.333333333,0
20190615,LG,OB,40,35,4,4,10,10,0,0,2,0,1,4,0,3,0,0.35,1
20190615,OB,LG,38,31,2,3,9,4,0,0,0,0,0,5,2,4,4,0.421052632,0
20190615,NC,SK,36,31,0,0,4,0,0,0,0,0,0,5,0,12,0,0.25,0
20190615,SK,NC,40,30,3,4,8,4,0,0,2,1,0,7,3,8,1,0.45,1
20190616,HH,WO,39,34,6,6,9,4,2,1,0,0,0,4,1,6,2,0.358974359,0
20190616,WO,HH,43,33,8,9,10,0,4,0,0,0,1,6,2,6,1,0.428571429,1
20190616,HT,LT,42,37,5,5,12,4,0,1,0,0,1,4,0,9,1,0.380952381,0
20190616,LT,HT,44,34,8,10,11,8,0,2,4,0,0,8,1,7,1,0.465116279,1
20190616,KT,SS,41,36,3,3,8,0,0,0,4,1,0,5,0,9,1,0.317073171,1
20190616,SS,KT,37,35,1,1,9,4,0,0,2,1,0,0,0,9,0,0.257142857,0
20190616,LG,OB,38,33,3,3,8,4,0,0,0,0,0,4,0,7,2,0.324324324,0
20190616,OB,LG,41,29,4,5,8,4,0,0,2,0,0,10,2,5,1,0.487804878,1
20190616,NC,SK,32,30,2,2,4,2,0,1,0,0,0,2,0,3,1,0.1875,0
20190616,SK,NC,42,38,8,9,13,6,0,0,0,0,1,3,0,3,0,0.380952381,1
20190618,KT,WO,33,30,2,2,5,0,0,1,0,1,1,2,0,10,0,0.212121212,0
20190618,WO,KT,31,28,2,3,5,0,0,0,0,0,1,2,0,2,0,0.225806452,1
20190618,LG,SS,40,33,5,5,8,2,0,1,0,0,1,4,2,5,1,0.35,0
20190618,SS,LG,40,37,12,12,14,6,0,4,4,0,0,3,0,5,0,0.425,1
20190618,LT,HH,46,40,10,11,13,4,0,1,0,0,1,3,1,9,0,0.377777778,1
20190618,HH,LT,39,31,3,3,6,2,0,0,0,1,0,6,2,10,1,0.358974359,0
20190618,NC,OB,43,35,7,7,11,6,2,0,4,0,0,7,0,4,1,0.428571429,0
20190618,OB,NC,45,31,8,10,10,2,0,1,2,0,1,11,1,4,0,0.5,1
20190618,SK,HT,32,31,2,2,6,2,0,0,2,1,0,0,1,6,1,0.21875,0
20190618,HT,SK,32,30,4,4,10,0,0,1,2,3,0,2,0,6,1,0.375,1
20190619,KT,WO,37,34,1,2,7,0,0,0,0,0,0,2,1,10,1,0.27027027,0
20190619,WO,KT,41,36,8,8,15,12,0,2,2,0,0,3,1,3,1,0.475,1
20190619,LG,SS,45,40,9,9,14,8,0,2,4,0,0,3,2,4,0,0.422222222,1
20190619,SS,LG,39,34,6,6,7,2,0,2,0,0,0,3,1,4,0,0.289473684,0
20190619,LT,HH,42,37,7,7,8,0,0,3,2,0,1,3,1,6,1,0.285714286,1
20190619,HH,LT,43,39,5,5,12,0,0,1,4,0,1,2,0,14,0,0.333333333,0
20190619,NC,OB,35,31,0,0,5,4,0,0,4,1,0,4,0,5,0,0.257142857,0
20190619,OB,NC,30,28,1,1,5,0,0,0,0,0,0,1,0,3,0,0.206896552,1
20190619,SK,HT,43,38,7,7,13,4,0,1,0,0,1,3,1,3,0,0.395348837,1
20190619,HT,SK,37,33,1,1,9,0,0,0,2,0,0,4,0,10,3,0.351351351,0
20190620,KT,WO,38,33,1,1,6,4,0,0,0,1,0,5,0,9,0,0.289473684,0
20190620,WO,KT,35,27,3,3,6,0,0,1,2,0,2,5,0,5,0,0.323529412,1
20190620,LG,SS,44,38,9,11,14,10,0,3,6,0,2,3,1,1,1,0.409090909,1
20190620,SS,LG,37,35,3,3,8,4,0,0,0,0,0,1,1,5,0,0.27027027,0
20190620,LT,HH,42,35,5,7,11,0,0,0,0,1,0,7,0,8,2,0.428571429,0
20190620,HH,LT,41,34,7,10,7,0,2,1,2,1,1,6,0,11,0,0.317073171,1
20190620,NC,OB,35,34,2,2,7,2,0,1,0,0,0,1,0,10,0,0.228571429,0
20190620,OB,NC,47,36,14,14,15,6,0,1,2,0,2,8,1,4,1,0.510638298,1
20190620,SK,HT,35,33,5,5,6,2,0,1,0,0,0,2,0,8,0,0.228571429,0
20190620,HT,SK,35,26,5,8,6,2,0,0,2,0,1,6,2,5,2,0.4,1
20190621,HT,LG,48,35,8,8,11,6,2,0,4,0,1,11,0,7,1,0.468085106,0
20190621,LG,HT,44,36,8,9,13,6,0,2,8,0,0,5,2,6,1,0.465116279,1
20190621,NC,KT,30,29,0,0,2,0,0,0,0,0,0,1,0,3,0,0.1,0
20190621,KT,NC,37,31,4,5,8,4,0,1,0,0,1,5,0,7,2,0.351351351,1
20190621,OB,SK,34,32,1,1,5,2,0,0,0,0,0,2,0,10,1,0.205882353,0
20190621,SK,OB,45,34,14,14,11,6,0,3,0,1,0,10,1,4,0,0.488888889,1
20190621,SS,HH,40,34,4,5,8,8,0,1,2,1,0,5,1,6,1,0.35,1
20190621,HH,SS,34,29,2,2,7,6,0,0,2,1,0,4,0,8,1,0.333333333,0
20190621,WO,LT,42,36,6,7,13,0,0,1,2,2,1,4,0,5,1,0.414634146,1
20190621,LT,WO,38,34,4,4,8,2,0,0,0,1,0,3,1,9,1,0.315789474,0
20190622,HT,LG,36,31,3,3,5,0,0,1,2,1,0,3,1,5,0,0.257142857,1
20190622,LG,HT,36,32,2,2,6,6,0,0,2,0,0,3,0,6,0,0.257142857,0
20190622,NC,KT,42,38,7,7,14,2,0,1,0,0,1,2,0,4,2,0.390243902,1
20190622,KT,NC,38,34,5,6,9,0,0,1,2,0,1,2,1,6,1,0.315789474,0
20190622,OB,SK,30,30,0,0,3,2,0,0,0,0,0,0,0,8,0,0.1,0
20190622,SK,OB,33,29,3,3,7,4,0,1,0,0,0,4,0,4,2,0.333333333,1
20190622,SS,HH,29,27,0,0,4,0,0,0,0,1,0,1,0,6,2,0.178571429,0
20190622,HH,SS,35,33,4,5,9,2,0,1,2,0,0,2,0,9,1,0.314285714,1
20190622,WO,LT,35,31,1,1,6,0,0,1,0,0,0,4,0,8,2,0.285714286,0
20190622,LT,WO,38,34,3,4,11,4,0,0,0,0,0,3,0,6,0,0.378378378,1
20190623,HT,LG,47,40,7,7,18,10,0,0,0,0,1,6,0,10,1,0.510638298,1
20190623,LG,HT,33,32,0,0,6,0,0,0,2,1,0,1,0,7,0,0.212121212,0
20190623,NC,KT,38,36,2,2,12,6,0,0,0,0,1,1,0,7,1,0.342105263,0
20190623,KT,NC,37,34,3,4,12,4,0,1,0,1,0,3,0,6,0,0.405405405,1
20190623,OB,SK,36,29,2,2,5,2,0,0,2,1,1,5,0,11,0,0.285714286,0
20190623,SK,OB,36,32,3,3,8,4,0,2,0,0,0,4,0,5,0,0.333333333,1
20190623,SS,HH,42,40,10,10,13,8,0,1,0,0,0,1,1,6,1,0.357142857,1
20190623,HH,SS,37,36,5,5,10,4,0,0,2,0,0,1,0,9,1,0.297297297,0
20190623,WO,LT,40,35,1,1,8,0,0,1,0,0,0,5,0,16,0,0.325,0
20190623,LT,WO,28,27,2,2,5,0,0,0,2,1,0,1,0,9,0,0.214285714,1
20190625,HH,NC,52,45,14,14,20,6,0,3,0,0,0,5,1,8,1,0.509803922,1
20190625,NC,HH,37,33,3,3,7,0,0,0,2,0,0,4,0,7,2,0.297297297,0
20190625,HT,WO,38,33,2,3,8,0,0,0,0,0,0,4,1,7,2,0.342105263,0
20190625,WO,HT,39,36,6,7,11,4,0,1,2,0,0,3,0,7,0,0.358974359,1
20190625,KT,LT,58,51,8,8,17,8,0,1,4,0,1,6,0,9,0,0.396551724,0.5
20190625,LT,KT,50,45,8,8,13,4,0,3,0,1,0,3,1,7,2,0.346938776,0.5
20190625,OB,SS,32,31,2,2,5,4,0,0,0,0,0,1,0,3,0,0.1875,0
20190625,SS,OB,47,35,10,11,14,4,0,1,8,0,2,9,1,3,3,0.510638298,1
20190625,SK,LG,41,40,8,8,14,6,2,3,0,0,0,0,1,6,1,0.365853659,1
20190625,LG,SK,39,38,2,3,12,2,0,0,0,0,0,0,0,12,1,0.315789474,0
20190626,HT,WO,47,44,13,13,17,6,0,3,4,0,0,3,0,10,0,0.425531915,1
20190626,WO,HT,41,34,6,6,7,6,0,0,0,0,0,6,1,5,0,0.341463415,0
20190626,SK,LG,44,39,6,7,14,8,0,0,0,0,0,1,4,5,1,0.431818182,1
20190626,LG,SK,39,35,4,4,9,2,0,0,4,0,1,3,0,7,1,0.307692308,0
20190627,HH,NC,45,33,5,5,9,4,0,0,0,0,2,6,3,13,0,0.409090909,0
20190627,NC,HH,44,37,8,10,14,6,0,1,0,0,0,5,2,3,1,0.477272727,1
20190627,HT,WO,33,31,2,2,4,2,0,0,0,0,0,1,1,7,1,0.181818182,0
20190627,WO,HT,38,37,8,8,13,2,2,2,6,0,0,1,0,8,0,0.368421053,1
20190627,KT,LT,44,39,9,10,14,2,0,1,2,1,0,4,0,5,1,0.418604651,1
20190627,LT,KT,38,35,2,2,9,2,2,1,0,0,0,3,0,7,1,0.315789474,0
20190627,OB,SS,46,40,9,9,16,4,0,2,0,0,1,3,2,5,2,0.456521739,1
20190627,SS,OB,31,29,1,1,5,0,0,1,0,0,0,1,1,8,2,0.225806452,0
20190627,SK,LG,43,34,3,4,8,2,0,0,2,0,1,6,2,8,0,0.372093023,0
20190627,LG,SK,39,36,6,6,12,0,0,0,2,1,1,2,0,7,0,0.358974359,1
20190628,HT,KT,31,29,1,1,3,4,0,0,0,0,0,2,0,7,1,0.161290323,0
20190628,KT,HT,39,36,9,9,16,6,0,1,0,2,1,1,0,6,0,0.447368421,1
20190628,LG,NC,41,33,6,6,10,4,0,0,4,1,1,6,1,3,2,0.414634146,1
20190628,NC,LG,35,30,2,2,7,2,0,1,0,1,0,5,0,4,3,0.342857143,0
20190628,LT,OB,32,31,2,2,8,2,0,0,2,0,0,1,0,4,1,0.28125,0
20190628,OB,LT,31,29,2,3,8,4,0,0,0,0,2,0,0,5,0,0.258064516,1
20190628,SK,SS,36,31,3,3,7,6,0,0,0,0,0,4,1,5,3,0.333333333,0
20190628,SS,SK,39,35,8,9,13,2,4,1,2,1,0,3,1,6,0,0.435897436,1
20190628,WO,HH,44,39,6,6,12,2,2,1,0,0,0,2,2,3,0,0.372093023,1
20190628,HH,WO,39,34,2,5,6,4,0,0,8,0,0,4,0,7,0,0.263157895,0
20190629,HT,KT,32,30,2,3,4,2,0,0,0,0,0,2,0,6,0,0.1875,0
20190629,KT,HT,37,32,5,5,10,0,0,2,0,0,0,4,0,1,2,0.388888889,1
20190629,LT,OB,37,33,4,4,9,4,0,0,4,1,0,3,1,8,0,0.351351351,1
20190629,OB,LT,38,34,0,0,8,4,0,0,0,0,0,3,1,7,1,0.315789474,0
20190630,HT,KT,42,37,3,3,7,2,2,0,0,2,0,5,0,7,1,0.285714286,0
20190630,KT,HT,42,41,4,4,12,2,0,2,4,1,0,1,0,10,0,0.30952381,1
20190630,LG,NC,34,31,1,1,6,2,2,0,2,0,0,3,0,4,0,0.264705882,0
20190630,NC,LG,38,33,9,9,13,6,0,2,0,0,2,2,1,4,2,0.421052632,1
20190630,LT,OB,43,35,4,4,10,8,0,0,0,0,1,6,0,4,1,0.380952381,1
20190630,OB,LT,36,33,0,0,8,4,0,0,2,0,0,3,0,7,2,0.305555556,0
20190630,SK,SS,53,43,12,14,18,10,0,0,2,0,2,7,1,3,1,0.490566038,1
20190630,SS,SK,43,40,6,7,14,8,0,2,6,0,0,3,0,8,1,0.395348837,0
20190630,WO,HH,45,38,6,6,12,6,0,3,4,0,0,7,0,8,0,0.422222222,1
20190630,HH,WO,38,33,4,4,8,2,0,0,0,0,0,3,1,6,0,0.324324324,0
20190702,HH,LG,34,34,1,2,6,2,0,0,2,0,0,0,0,10,1,0.176470588,0
20190702,LG,HH,38,36,8,9,13,8,0,0,4,0,0,1,0,5,0,0.378378378,1
20190702,LT,SK,30,27,1,1,2,2,0,0,0,0,0,3,0,8,2,0.166666667,0
20190702,SK,LT,38,34,10,10,9,10,0,2,2,0,0,4,0,7,0,0.342105263,1
20190702,NC,HT,39,32,3,3,7,4,0,2,0,0,1,4,2,7,1,0.333333333,0
20190702,HT,NC,36,31,4,5,8,0,0,0,0,0,1,4,0,7,0,0.333333333,1
20190702,OB,WO,35,32,3,3,9,4,0,0,0,1,1,1,1,3,1,0.314285714,0
20190702,WO,OB,37,33,5,6,8,2,4,0,2,0,0,3,1,7,0,0.324324324,1
20190702,SS,KT,36,33,3,3,7,2,0,0,2,0,0,2,1,7,0,0.277777778,0
20190702,KT,SS,39,31,5,5,9,0,0,1,0,1,0,7,0,6,0,0.421052632,1
20190703,HH,LG,32,31,1,1,6,2,0,1,0,1,0,1,0,4,1,0.21875,0
20190703,LG,HH,34,31,5,6,10,2,0,1,0,2,0,3,0,5,1,0.382352941,1
20190703,LT,SK,39,37,5,5,12,2,0,2,2,0,0,2,0,12,1,0.358974359,0
20190703,SK,LT,42,36,8,8,12,0,0,2,4,0,0,5,1,7,1,0.428571429,1
20190703,NC,HT,42,33,7,8,7,2,4,0,6,0,0,8,0,4,0,0.365853659,1
20190703,HT,NC,39,37,4,4,11,6,0,0,0,0,0,2,0,6,0,0.333333333,0
20190703,OB,WO,34,31,3,3,5,2,0,0,0,0,0,2,1,5,1,0.235294118,1
20190703,WO,OB,31,31,1,1,5,2,0,1,0,0,0,0,0,8,1,0.161290323,0
20190703,SS,KT,35,33,0,0,8,4,0,0,0,0,0,2,0,6,2,0.285714286,0
20190703,KT,SS,33,30,3,3,8,2,0,1,2,0,0,3,0,6,2,0.333333333,1
20190704,HH,LG,32,29,3,3,4,0,0,1,0,1,0,3,0,8,0,0.21875,0
20190704,LG,HH,34,30,4,4,5,0,0,0,2,0,0,3,1,12,0,0.264705882,1
20190704,LT,SK,42,37,7,7,10,0,0,3,0,0,0,3,1,12,0,0.341463415,0
20190704,SK,LT,41,36,9,9,12,2,0,3,2,0,0,4,0,4,0,0.4,1
20190704,NC,HT,50,43,9,9,20,10,0,1,2,0,2,4,1,3,2,0.5,1
20190704,HT,NC,36,33,3,3,8,6,0,0,0,0,1,2,0,7,0,0.277777778,0
20190704,OB,WO,36,32,4,4,7,2,0,1,0,0,1,2,0,6,0,0.257142857,1
20190704,WO,OB,37,33,1,1,7,2,0,0,0,0,0,4,0,5,0,0.297297297,0
20190704,SS,KT,36,36,3,3,9,0,0,2,4,0,0,0,0,7,0,0.25,0
20190704,KT,SS,35,28,5,5,9,4,2,0,0,0,2,4,0,5,1,0.382352941,1
20190705,KT,HH,44,37,10,10,12,4,2,1,2,0,1,4,1,6,1,0.395348837,1
20190705,HH,KT,35,34,3,3,7,4,0,2,0,0,0,1,0,5,0,0.228571429,0
20190705,LG,HT,35,31,1,1,6,2,2,0,0,1,0,3,1,8,1,0.285714286,0
20190705,HT,LG,35,32,6,6,11,2,0,0,2,0,1,2,0,2,1,0.371428571,1
20190705,LT,WO,38,36,1,1,11,6,2,0,0,0,0,2,0,7,2,0.342105263,0
20190705,WO,LT,46,39,14,14,15,10,0,1,2,0,0,6,1,7,1,0.47826087,1
20190705,SK,OB,38,35,8,8,10,6,0,1,4,0,0,2,1,5,2,0.342105263,1
20190705,OB,SK,41,40,5,6,12,0,0,1,0,0,0,1,0,5,1,0.317073171,0
20190705,SS,NC,43,37,3,3,12,0,4,0,0,1,0,5,1,6,1,0.418604651,0
20190705,NC,SS,35,28,7,7,7,4,0,1,4,0,2,4,1,4,0,0.342857143,1
20190706,KT,HH,50,41,7,8,13,2,0,1,2,1,1,7,0,6,1,0.408163265,0
20190706,HH,KT,45,43,8,9,17,12,0,2,0,0,1,1,0,11,0,0.4,1
20190706,LG,HT,31,29,0,0,2,0,0,0,2,0,0,2,0,9,0,0.129032258,0
20190706,HT,LG,37,31,7,7,7,2,0,2,2,1,0,4,2,6,0,0.351351351,1
20190706,LT,WO,38,37,4,4,10,2,0,0,6,0,0,1,0,9,0,0.289473684,0
20190706,WO,LT,36,32,5,6,11,4,0,0,2,0,0,2,0,8,1,0.382352941,1
20190706,SK,OB,38,34,4,4,8,4,0,0,0,0,1,3,0,3,2,0.289473684,1
20190706,OB,SK,34,32,2,2,6,6,0,0,0,0,1,1,0,6,0,0.205882353,0
20190706,SS,NC,47,39,2,2,5,4,0,0,0,1,1,6,1,4,0,0.255319149,0.5
20190706,NC,SS,49,47,2,2,11,0,0,0,2,0,0,2,0,7,1,0.265306122,0.5
20190707,KT,HH,34,30,4,4,6,2,0,0,0,1,1,3,0,5,1,0.264705882,1
20190707,HH,KT,41,36,3,3,10,2,0,1,0,1,0,4,1,7,0,0.365853659,0
20190707,LG,HT,42,35,10,10,12,2,2,1,2,0,2,3,1,5,2,0.390243902,1
20190707,HT,LG,43,38,9,9,12,2,0,1,2,0,0,4,1,11,1,0.395348837,0
20190707,LT,WO,36,32,2,2,8,4,2,0,0,0,0,4,0,8,1,0.333333333,0
20190707,WO,LT,34,29,5,5,8,4,4,0,0,0,1,3,1,8,2,0.352941176,1
20190707,SK,OB,48,44,3,4,9,6,0,0,4,0,0,4,0,5,0,0.270833333,0
20190707,OB,SK,50,42,5,5,12,2,0,1,0,0,1,5,0,11,0,0.354166667,1
20190707,SS,NC,43,33,4,4,9,6,0,1,6,0,0,7,2,4,2,0.428571429,1
20190707,NC,SS,35,32,2,2,8,6,0,0,0,1,1,2,0,11,1,0.285714286,0
20190709,HT,SS,38,31,2,2,7,2,0,1,0,1,0,6,0,3,1,0.351351351,0
20190709,SS,HT,41,35,3,3,8,4,0,0,8,0,0,6,0,7,1,0.341463415,1
20190709,NC,LT,35,30,1,1,6,2,0,0,0,0,0,4,0,6,2,0.294117647,0
20190709,LT,NC,35,31,4,4,8,4,0,0,0,0,1,1,2,2,0,0.314285714,1
20190709,OB,LG,44,39,11,11,14,4,0,0,2,0,3,2,0,1,0,0.363636364,1
20190709,LG,OB,37,34,4,4,9,4,0,2,2,0,1,1,0,10,0,0.277777778,0
20190709,SK,HH,40,37,0,0,5,0,0,0,2,0,0,1,1,11,1,0.179487179,0
20190709,HH,SK,39,34,1,1,8,0,0,0,2,1,0,3,0,12,2,0.297297297,1
20190709,WO,KT,46,40,12,12,16,2,2,2,0,0,2,3,1,8,1,0.434782609,1
20190709,KT,WO,36,32,3,3,6,4,0,0,0,0,1,3,0,4,0,0.25,0
20190711,HT,SS,38,33,1,2,7,4,0,0,0,0,0,5,0,13,0,0.315789474,0
20190711,SS,HT,31,29,4,4,7,6,0,1,2,1,0,1,0,11,0,0.266666667,1
20190711,NC,LT,38,33,4,4,10,0,0,1,0,0,0,3,1,6,2,0.378378378,1
20190711,LT,NC,32,29,0,0,2,2,0,0,0,0,0,3,0,13,0,0.15625,0
20190711,OB,LG,38,31,8,8,7,8,0,1,0,0,1,4,1,4,1,0.324324324,1
20190711,LG,OB,37,34,4,4,11,4,2,1,0,0,1,2,0,2,2,0.351351351,0
20190711,SK,HH,37,28,5,5,9,4,0,2,2,0,2,7,0,7,2,0.432432432,1
20190711,HH,SK,38,34,1,1,8,2,0,0,2,0,1,2,1,8,0,0.289473684,0
20190711,WO,KT,38,34,4,4,10,2,0,1,0,0,0,2,1,5,2,0.351351351,1
20190711,KT,WO,33,30,2,2,5,6,0,0,2,0,2,1,0,4,1,0.181818182,0
20190712,HH,HT,33,30,0,0,4,2,0,0,0,1,0,3,0,7,0,0.212121212,0
20190712,HT,HH,32,29,5,5,7,0,0,2,0,1,0,3,0,4,1,0.3125,1
20190712,KT,NC,45,40,8,8,13,4,2,0,2,0,0,4,1,10,0,0.4,0
20190712,NC,KT,36,35,9,9,10,0,2,2,0,0,0,0,1,4,0,0.305555556,1
20190712,OB,LT,40,37,1,1,8,2,0,0,0,0,0,2,1,3,0,0.275,0
20190712,LT,OB,31,27,2,2,5,4,0,0,0,0,1,2,0,5,1,0.233333333,1
20190712,SS,LG,44,38,5,6,14,0,0,3,0,0,0,4,1,10,1,0.441860465,1
20190712,LG,SS,37,34,3,3,8,8,0,0,0,0,0,3,0,6,1,0.297297297,0
20190712,WO,SK,36,34,6,6,7,0,2,1,2,0,0,2,0,6,0,0.25,1
20190712,SK,WO,39,34,2,2,9,2,0,0,2,0,1,4,0,4,2,0.333333333,0
20190713,HH,HT,43,39,9,10,14,6,0,2,0,0,1,3,0,2,2,0.395348837,1
20190713,HT,HH,40,37,5,5,9,2,0,1,0,0,0,3,0,8,0,0.3,0
20190713,KT,NC,48,43,12,13,19,6,0,2,0,0,2,2,0,6,2,0.446808511,1
20190713,NC,KT,42,35,3,3,9,4,0,1,0,0,1,5,0,5,0,0.341463415,0
20190713,OB,LT,37,32,4,4,8,4,0,2,0,0,0,4,0,6,2,0.333333333,1
20190713,LT,OB,38,28,2,3,3,0,0,1,2,1,0,7,2,10,0,0.324324324,0
20190713,SS,LG,39,34,2,3,8,2,0,0,2,0,1,2,1,6,0,0.289473684,0
20190713,LG,SS,36,30,4,5,7,4,0,0,2,0,0,5,0,0,0,0.342857143,1
20190713,WO,SK,38,35,2,2,8,0,0,1,2,0,0,3,0,6,0,0.289473684,0
20190713,SK,WO,34,31,4,4,10,2,0,0,2,0,0,3,0,2,2,0.382352941,1
20190714,HH,HT,42,37,6,7,12,2,2,1,2,1,0,5,0,5,1,0.404761905,0
20190714,HT,HH,43,36,10,10,15,4,0,3,4,1,1,5,1,3,0,0.488372093,1
20190714,KT,NC,40,31,3,4,12,2,0,1,4,2,0,4,2,4,2,0.486486486,1
20190714,NC,KT,41,36,1,1,9,4,0,0,4,0,0,5,0,3,0,0.341463415,0
20190714,OB,LT,44,35,8,8,11,8,2,1,2,0,2,5,0,8,0,0.380952381,1
20190714,LT,OB,39,37,2,2,11,6,0,0,4,0,0,2,0,8,1,0.333333333,0
20190714,SS,LG,30,29,0,0,2,0,0,0,0,0,0,1,0,8,0,0.1,0
20190714,LG,SS,30,28,2,2,8,2,2,1,0,0,1,0,0,3,1,0.275862069,1
20190714,WO,SK,35,32,3,3,8,6,0,1,2,2,0,3,0,11,1,0.314285714,0
20190714,SK,WO,31,29,4,4,6,0,0,1,6,0,0,1,0,9,1,0.233333333,1
20190716,KT,OB,42,37,7,7,12,6,0,1,0,0,0,4,0,3,1,0.390243902,1
20190716,OB,KT,35,28,2,2,3,0,0,1,0,0,0,6,1,6,1,0.285714286,0
20190716,LG,SK,38,33,4,4,7,2,0,2,0,0,0,5,0,7,1,0.315789474,0
20190716,SK,LG,42,37,10,10,15,12,0,1,8,1,1,3,1,4,0,0.452380952,1
20190716,NC,HH,41,33,3,3,9,6,0,0,4,0,0,7,0,2,2,0.4,1
20190716,HH,NC,34,33,1,2,6,0,0,0,6,0,0,1,0,8,0,0.205882353,0
20190716,SS,WO,31,30,0,0,3,0,0,0,0,0,0,1,0,6,0,0.129032258,0
20190716,WO,SS,35,29,6,6,10,4,2,0,4,1,1,5,0,5,3,0.428571429,1
20190717,KT,OB,43,41,5,6,14,2,2,0,0,0,0,1,1,6,1,0.372093023,1
20190717,OB,KT,38,31,4,4,6,4,2,0,0,1,2,3,2,8,0,0.289473684,0
20190717,LG,SK,37,33,2,2,6,2,0,0,6,0,0,1,3,10,1,0.27027027,0
20190717,SK,LG,36,30,8,8,13,6,0,1,2,2,0,4,0,4,1,0.5,1
20190717,LT,HT,32,31,1,1,4,2,0,1,0,0,0,1,0,10,0,0.15625,0
20190717,HT,LT,35,29,3,3,7,4,0,0,0,0,2,4,0,6,1,0.314285714,1
20190717,NC,HH,54,47,13,14,21,8,0,2,0,0,0,5,2,11,1,0.518518519,1
20190717,HH,NC,34,31,1,1,4,2,0,1,0,0,0,3,0,6,0,0.205882353,0
20190717,SS,WO,42,38,6,6,12,8,2,1,2,0,0,2,2,2,1,0.380952381,0
20190717,WO,SS,41,37,10,10,14,2,2,1,0,0,1,2,0,5,0,0.4,1
20190718,KT,OB,42,39,6,7,13,2,0,1,0,0,1,2,0,8,0,0.357142857,1
20190718,OB,KT,39,37,4,4,11,2,0,1,0,0,0,1,1,6,1,0.333333333,0
20190718,LG,SK,47,41,12,12,15,8,0,1,0,0,1,4,1,9,0,0.425531915,1
20190718,SK,LG,38,36,4,5,10,2,0,1,4,0,0,2,0,10,1,0.315789474,0
20190718,LT,HT,40,36,6,6,11,6,0,0,2,1,2,2,0,6,0,0.325,1
20190718,HT,LT,35,32,2,3,7,4,0,0,2,0,0,2,1,5,3,0.285714286,0
20190718,NC,HH,43,33,7,7,8,8,0,0,4,0,2,5,0,9,0,0.325,1
